"","score","gene_symbol","uniprot"
"850",0.00206684264372639,"DKK1","O94907"
"851",0.00206684264372639,"LTB","Q06643"
"852",0.00206684264372639,"SIRT7","Q9NRC8"
"853",0.00206684264372639,"EIF2AK4","Q9P2K8"
"854",0.00206684264372639,"EHMT1","Q9H9B1"
"855",0.00206684264372639,"HMGN1","P05114"
"856",0.00206684264372639,"HDAC10","Q969S8"
"857",0.00206684264372639,"CDC14B","O60729"
"858",0.00206684264372639,"HIF1AN","Q9NWT6"
"859",0.00206684264372639,"HMGN2","P05204"
"860",0.00206684264372639,"CKS2","P33552"
"861",0.00206684264372639,"MSL2","Q9HCI7"
"862",0.00206684264372639,"PSME3","P61289"
"863",0.00206684264372639,"PADI4","Q9UM07"
"864",0.00206684264372639,"SENP3","Q9H4L4"
"865",0.00206684264372639,"GNRHR","P30968"
"866",0.00206684264372639,"HIST1H4B","P62805"
"867",0.00206684264372639,"GNL3","Q9BVP2"
"868",0.00206684264372639,"XAF1","Q6GPH4"
"869",0.00206684264372639,"PPP1R13B","Q96KQ4"
"870",0.00206684264372639,"HTATIP2","Q9BUP3"
"871",0.00206684264372639,"DLL4","Q9NR61"
"872",0.00206684264372639,"DTX1","Q86Y01"
"873",0.00206684264372639,"ACVR1B","P36896"
"874",0.00206684264372639,"HYAL2","Q12891"
"875",0.00206684264372639,"CSNK1G1","Q9HCP0"
"876",0.00206684264372639,"TRIM33","Q9UPN9"
"877",0.00206684264372639,"IFNL1","Q8IU54"
"878",0.00206684264372639,"EEF1A1","P68104"
"879",0.00206684264372639,"NR1H4","Q96RI1"
"880",0.00206684264372639,"PRKX","P51817"
"881",0.00206684264372639,"PDCD1","Q15116"
"882",0.00206684264372639,"SH3BP2","P78314"
"883",0.00206684264372639,"CCL16","O15467"
"884",0.00206684264372639,"EDN2","P20800"
"885",0.00206684264372639,"RSPO1","Q2MKA7"
"886",0.00206684264372639,"RSPO2","Q6UXX9"
"887",0.00206684264372639,"OXT","P01178"
"888",0.00206684264372639,"ADCYAP1R1","P41586"
"889",0.00206684264372639,"BDKRB1","P46663"
"890",0.00206684264372639,"SV2A","Q7L0J3"
"891",0.00206684264372639,"XBP1","P17861"
"892",0.00206684264372639,"SESN2","P58004"
"893",0.00206684264372639,"RNF125","Q96EQ8"
"894",0.00206684264372639,"TAP1","Q03518"
"895",0.00206684264372639,"ADRA1D","P25100"
"896",0.00206684264372639,"ADRB3","P13945"
